X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
437478,ENSG00000199986,ENST00000363116,RNU6-486P-201,single_exon,none,437478,chr3,180581057,180581163,+,ENSEMBL,exon
437481,ENSG00000241946,ENST00000465165,ENST00000465165,single_exon,none,437481,chr3,180589887,180590047,-,HAVANA,exon
437780,ENSG00000242811,ENST00000495651,RN7SL229P-201,single_exon,none,437780,chr3,180736405,180736703,-,ENSEMBL,exon
437783,ENSG00000242068,ENST00000481241,ENST00000481241,single_exon,none,437783,chr3,180772750,180773914,-,HAVANA,exon
437786,ENSG00000241473,ENST00000420887,ENST00000420887,single_exon,none,437786,chr3,180820544,180821612,+,HAVANA,exon
437789,ENSG00000239516,ENST00000460917,FLYWCH1P1-201,single_exon,none,437789,chr3,180827977,180829850,-,HAVANA,exon
438037,ENSG00000213157,ENST00000439549,RPL32P10-201,single_exon,none,438037,chr3,180887677,180888075,-,HAVANA,exon
438731,ENSG00000242140,ENST00000487828,ENST00000487828,single_exon,none,438731,chr3,181146233,181146463,+,HAVANA,exon
438734,ENSG00000206932,ENST00000384205,RNU6-4P-201,single_exon,none,438734,chr3,181231737,181231843,+,ENSEMBL,exon
438810,ENSG00000235294,ENST00000423357,RPL7AP25-201,single_exon,none,438810,chr3,181505075,181505879,-,HAVANA,exon
438832,ENSG00000276074,ENST00000614902,ENST00000614902,single_exon,none,438832,chr3,181610498,181610729,+,ENSEMBL,exon
438835,ENSG00000276690,ENST00000410534,ENST00000410534,single_exon,none,438835,chr3,181699608,181699883,+,ENSEMBL,exon
438843,ENSG00000181449,ENST00000325404,SOX2-201,single_exon,none,438843,chr3,181711925,181714436,+,HAVANA,exon
438846,ENSG00000278026,ENST00000610449,ENST00000610449,single_exon,none,438846,chr3,181715185,181715293,+,ENSEMBL,exon
438849,ENSG00000266317,ENST00000578485,RN7SL703P-201,single_exon,none,438849,chr3,181813401,181813702,+,ENSEMBL,exon
438852,ENSG00000199839,ENST00000362969,RNA5SP150-201,single_exon,none,438852,chr3,181822872,181822990,-,ENSEMBL,exon
438855,ENSG00000239805,ENST00000468802,ENST00000468802,single_exon,none,438855,chr3,181847526,181847885,-,HAVANA,exon
439689,ENSG00000252257,ENST00000516448,RN7SKP265-201,single_exon,none,439689,chr3,181968459,181968681,+,ENSEMBL,exon
439715,ENSG00000244199,ENST00000498782,EIF4EP3-201,single_exon,none,439715,chr3,182460417,182461072,-,HAVANA,exon
439736,ENSG00000228766,ENST00000469911,RPL7L1P8-201,single_exon,none,439736,chr3,182610674,182611414,+,HAVANA,exon
439746,ENSG00000243378,ENST00000491689,ENST00000491689,single_exon,none,439746,chr3,182691928,182692285,+,HAVANA,exon
439749,ENSG00000260377,ENST00000565024,ENST00000565024,single_exon,none,439749,chr3,182739669,182740848,-,HAVANA,exon
439883,ENSG00000270554,ENST00000604149,ENST00000604149,single_exon,none,439883,chr3,182843521,182844619,-,HAVANA,exon
439886,ENSG00000273261,ENST00000608000,ENST00000608000,single_exon,none,439886,chr3,182921240,182921938,-,HAVANA,exon
440376,ENSG00000202502,ENST00000365632,RNA5SP151-201,single_exon,none,440376,chr3,183258300,183258416,-,ENSEMBL,exon
440407,ENSG00000201229,ENST00000364359,SNORA63D-201,single_exon,none,440407,chr3,183451857,183451988,+,ENSEMBL,exon
440410,ENSG00000253092,ENST00000517283,ENST00000517283,single_exon,none,440410,chr3,183452567,183452764,+,ENSEMBL,exon
440413,ENSG00000199363,ENST00000362493,SNORA63E-201,single_exon,none,440413,chr3,183453814,183453944,+,ENSEMBL,exon
440416,ENSG00000251730,ENST00000515921,ENST00000515921,single_exon,none,440416,chr3,183454128,183454262,+,ENSEMBL,exon
440419,ENSG00000271682,ENST00000604762,ENST00000604762,single_exon,none,440419,chr3,183462851,183463201,-,HAVANA,exon
440746,ENSG00000234371,ENST00000416648,RPSAP31-201,single_exon,HFE,440746,chr3,183887555,183888449,+,HAVANA,exon
440749,ENSG00000263932,ENST00000584360,MIR4448-201,single_exon,none,440749,chr3,183886800,183886885,+,ENSEMBL,exon
440929,ENSG00000223529,ENST00000419025,EEF1A1P8-201,single_exon,none,440929,chr3,184026369,184027756,-,HAVANA,exon
440985,ENSG00000207351,ENST00000384621,Y_RNA.536-201,single_exon,none,440985,chr3,184086791,184086903,-,ENSEMBL,exon
441049,ENSG00000273181,ENST00000609288,ENST00000609288,single_exon,none,441049,chr3,184132942,184133561,-,HAVANA,exon
441474,ENSG00000228205,ENST00000433853,ENST00000433853,single_exon,none,441474,chr3,184149704,184150435,+,HAVANA,exon
442169,ENSG00000221120,ENST00000408193,MIR1224-201,single_exon,none,442169,chr3,184241405,184241489,+,ENSEMBL,exon
443239,ENSG00000212158,ENST00000390856,SNORD66-201,single_exon,none,443239,chr3,184325696,184325771,+,ENSEMBL,exon
443741,ENSG00000289500,ENST00000691896,ENST00000691896,single_exon,none,443741,chr3,184378232,184379090,+,HAVANA,exon
443978,ENSG00000283625,ENST00000637035,ENST00000637035,single_exon,none,443978,chr3,184499484,184500370,-,HAVANA,exon
444013,ENSG00000177383,ENST00000317897,MAGEF1-201,single_exon,none,444013,chr3,184710364,184712064,-,HAVANA,exon
444089,ENSG00000273403,ENST00000609211,ENST00000609211,single_exon,none,444089,chr3,184741937,184742462,+,HAVANA,exon
444092,ENSG00000272922,ENST00000609524,ENST00000609524,single_exon,none,444092,chr3,184742818,184743284,+,HAVANA,exon
444503,ENSG00000229704,ENST00000447161,EIF2S2P2-201,single_exon,none,444503,chr3,185245460,185246441,-,HAVANA,exon
444506,ENSG00000264614,ENST00000581890,MIR5588-201,single_exon,none,444506,chr3,185253210,185253272,-,ENSEMBL,exon
444628,ENSG00000229638,ENST00000422486,RPL4P4-201,single_exon,none,444628,chr3,185417495,185418778,-,HAVANA,exon
444809,ENSG00000236489,ENST00000455173,ENST00000455173,single_exon,none,444809,chr3,185606575,185606873,+,HAVANA,exon
444940,ENSG00000265470,ENST00000580207,MIR548AQ-201,single_exon,none,444940,chr3,185767847,185767904,-,ENSEMBL,exon
445174,ENSG00000277118,ENST00000619409,Metazoa_SRP.146-201,single_exon,none,445174,chr3,186076306,186076591,-,ENSEMBL,exon
445956,ENSG00000283390,ENST00000538831,ENST00000538831,single_exon,none,445956,chr3,186596976,186597200,+,HAVANA,exon
445981,ENSG00000275696,ENST00000622525,Metazoa_SRP.93-201,single_exon,none,445981,chr3,186629936,186630211,-,ENSEMBL,exon
446116,ENSG00000226652,ENST00000432890,PSMD10P2-201,single_exon,HFE,446116,chr3,186761104,186761775,+,HAVANA,exon
446119,ENSG00000207505,ENST00000384774,RNU6-1105P-201,single_exon,none,446119,chr3,186771841,186771947,-,ENSEMBL,exon
446122,ENSG00000230951,ENST00000430745,GPS2P2-201,single_exon,none,446122,chr3,186772589,186773476,+,HAVANA,exon
446125,ENSG00000263826,ENST00000577781,ENST00000577781,single_exon,none,446125,chr3,186781780,186784179,-,HAVANA,exon
446294,ENSG00000238942,ENST00000459163,SNORD2-201,single_exon,none,446294,chr3,186784796,186784864,+,ENSEMBL,exon
446297,ENSG00000200418,ENST00000363548,SNORA63B-201,single_exon,none,446297,chr3,186786323,186786445,+,ENSEMBL,exon
446300,ENSG00000283958,ENST00000629190,MIR1248-201,single_exon,none,446300,chr3,186786672,186786777,+,ENSEMBL,exon
446303,ENSG00000221420,ENST00000408493,SNORA81-201,single_exon,none,446303,chr3,186786675,186786852,+,ENSEMBL,exon
446306,ENSG00000200320,ENST00000363450,SNORA63-201,single_exon,none,446306,chr3,186787300,186787431,+,ENSEMBL,exon
446309,ENSG00000263776,ENST00000584302,SNORA4-201,single_exon,none,446309,chr3,186787612,186787749,+,ENSEMBL,exon
446422,ENSG00000289971,ENST00000702187,ENST00000702187,single_exon,none,446422,chr3,186826642,186827550,-,HAVANA,exon
446440,ENSG00000223803,ENST00000412545,RPS20P14-201,single_exon,none,446440,chr3,186900198,186900557,+,HAVANA,exon
446443,ENSG00000233565,ENST00000451924,ENST00000451924,single_exon,none,446443,chr3,186922286,186922753,-,HAVANA,exon
446720,ENSG00000280270,ENST00000624716,ENST00000624716,single_exon,none,446720,chr3,187383101,187384849,+,HAVANA,exon
446723,ENSG00000239093,ENST00000459452,ENST00000459452,single_exon,none,446723,chr3,187423315,187423419,+,ENSEMBL,exon
446827,ENSG00000290021,ENST00000702512,ENST00000702512,single_exon,none,446827,chr3,187744552,187744906,-,HAVANA,exon
446830,ENSG00000289331,ENST00000691617,ENST00000691617,single_exon,none,446830,chr3,187745152,187745403,-,HAVANA,exon
446873,ENSG00000270959,ENST00000605573,LPP-AS2-201,single_exon,none,446873,chr3,188151206,188154069,-,HAVANA,exon
446999,ENSG00000279891,ENST00000623801,FLJ42393-201,single_exon,none,446999,chr3,188178543,188180812,+,HAVANA,exon
447002,ENSG00000288794,ENST00000692151,ENST00000692151,single_exon,none,447002,chr3,188300455,188301990,+,HAVANA,exon
447009,ENSG00000207651,ENST00000384918,MIR28-201,single_exon,none,447009,chr3,188688781,188688866,+,ENSEMBL,exon
447098,ENSG00000236182,ENST00000411493,ENST00000411493,single_exon,none,447098,chr3,188989382,188990135,-,HAVANA,exon
447265,ENSG00000227971,ENST00000427601,ENST00000427601,single_exon,none,447265,chr3,189645327,189645466,-,HAVANA,exon
447268,ENSG00000216058,ENST00000401239,MIR944-201,single_exon,none,447268,chr3,189829922,189830009,+,ENSEMBL,exon
447339,ENSG00000230077,ENST00000437063,MTAPP2-201,single_exon,none,447339,chr3,189969030,189969861,-,HAVANA,exon
447358,ENSG00000212489,ENST00000391187,RNU6-1109P-201,single_exon,none,447358,chr3,190165417,190165523,-,ENSEMBL,exon
447361,ENSG00000238077,ENST00000457517,NMNAT1P3-201,single_exon,none,447361,chr3,190166764,190167651,+,HAVANA,exon
447553,ENSG00000231047,ENST00000450607,GCNT1P3-201,single_exon,none,447553,chr3,190624595,190625169,+,HAVANA,exon
447556,ENSG00000223117,ENST00000411185,RN7SKP296-201,single_exon,none,447556,chr3,190642163,190642503,+,ENSEMBL,exon
447559,ENSG00000273370,ENST00000609508,ENST00000609508,single_exon,none,447559,chr3,190659216,190659750,+,HAVANA,exon
447577,ENSG00000232610,ENST00000430443,CCT6P4-201,single_exon,none,447577,chr3,190714811,190716399,+,HAVANA,exon
447580,ENSG00000214147,ENST00000397646,ENST00000397646,single_exon,none,447580,chr3,190830965,190832173,+,HAVANA,exon
447919,ENSG00000253548,ENST00000518817,PYDC2-201,single_exon,none,447919,chr3,191461163,191461456,+,HAVANA,exon
447922,ENSG00000201860,ENST00000364990,Y_RNA.301-201,single_exon,none,447922,chr3,191641135,191641237,+,ENSEMBL,exon
447925,ENSG00000237653,ENST00000434379,ENST00000434379,single_exon,none,447925,chr3,191952349,191952826,-,HAVANA,exon
447946,ENSG00000222583,ENST00000410651,RN7SKP222-201,single_exon,none,447946,chr3,192093122,192093436,+,ENSEMBL,exon
448055,ENSG00000238902,ENST00000459180,ENST00000459180,single_exon,none,448055,chr3,192534009,192534112,-,ENSEMBL,exon
448067,ENSG00000200184,ENST00000363314,RNU1-20P-201,single_exon,none,448067,chr3,192729555,192729716,-,ENSEMBL,exon
448345,ENSG00000236297,ENST00000420064,EEF1A1P23-201,single_exon,HFE,448345,chr3,193578812,193579413,-,HAVANA,exon
449078,ENSG00000207370,ENST00000384640,Y_RNA.541-201,single_exon,none,449078,chr3,193624189,193624301,+,ENSEMBL,exon
449081,ENSG00000243991,ENST00000494711,RN7SL447P-201,single_exon,none,449081,chr3,193740471,193740715,-,ENSEMBL,exon
449084,ENSG00000223986,ENST00000447462,ENST00000447462,single_exon,none,449084,chr3,193765681,193766003,+,HAVANA,exon
449124,ENSG00000224403,ENST00000411853,DPPA2P3-201,single_exon,none,449124,chr3,193993331,193993985,-,HAVANA,exon
449448,ENSG00000289385,ENST00000691464,ENST00000691464,single_exon,none,449448,chr3,194135219,194135845,+,HAVANA,exon
449460,ENSG00000242201,ENST00000487718,RN7SL215P-201,single_exon,none,449460,chr3,194145674,194145971,+,ENSEMBL,exon
449628,ENSG00000178732,ENST00000401815,GP5-201,single_exon,HFE,449628,chr3,194394821,194398354,-,HAVANA,exon
449917,ENSG00000271483,ENST00000605225,ENST00000605225,single_exon,none,449917,chr3,194471923,194472085,+,HAVANA,exon
449970,ENSG00000252053,ENST00000516244,RNU6-1101P-201,single_exon,none,449970,chr3,194533503,194533583,-,ENSEMBL,exon
449983,ENSG00000231770,ENST00000693189,TMEM44-AS1-204,single_exon,none,449983,chr3,194583994,194585014,+,HAVANA,exon
449995,ENSG00000288979,ENST00000685759,ENST00000685759,single_exon,none,449995,chr3,194586135,194587136,-,HAVANA,exon
450114,ENSG00000272707,ENST00000609789,ENST00000609789,single_exon,none,450114,chr3,194637505,194637664,-,HAVANA,exon
450169,ENSG00000185112,ENST00000329759,FAM43A-201,single_exon,none,450169,chr3,194685883,194689037,+,HAVANA,exon
450379,ENSG00000234805,ENST00000430515,ENST00000430515,single_exon,none,450379,chr3,194755589,194757422,+,HAVANA,exon
450452,ENSG00000265333,ENST00000577367,MIR3137-201,single_exon,none,450452,chr3,195134506,195134580,-,ENSEMBL,exon
450455,ENSG00000244314,ENST00000469345,RN7SL36P-201,single_exon,none,450455,chr3,195146728,195147003,-,ENSEMBL,exon
450465,ENSG00000206600,ENST00000383873,RNU6-25P-201,single_exon,none,450465,chr3,195214787,195214893,+,ENSEMBL,exon
450614,ENSG00000227433,ENST00000434369,ENST00000434369,single_exon,none,450614,chr3,195349664,195350030,+,HAVANA,exon
450617,ENSG00000207368,ENST00000384638,Y_RNA.540-201,single_exon,none,450617,chr3,195419436,195419546,-,ENSEMBL,exon
450656,ENSG00000252620,ENST00000516811,RNU6ATAC24P-201,single_exon,none,450656,chr3,195523087,195523221,-,ENSEMBL,exon
450673,ENSG00000265882,ENST00000585239,RN7SL73P-201,single_exon,none,450673,chr3,195553792,195554043,+,ENSEMBL,exon
450676,ENSG00000236844,ENST00000454858,ENST00000454858,single_exon,none,450676,chr3,195554610,195555083,+,HAVANA,exon
450679,ENSG00000236425,ENST00000420238,ENST00000420238,single_exon,none,450679,chr3,195561215,195561580,-,HAVANA,exon
451459,ENSG00000207650,ENST00000384917,MIR570-201,single_exon,none,451459,chr3,195699401,195699497,+,ENSEMBL,exon
451955,ENSG00000235836,ENST00000454055,KIF3AP1-201,single_exon,none,451955,chr3,195843986,195844596,+,HAVANA,exon
452243,ENSG00000276489,ENST00000620375,MIR6829-201,single_exon,none,452243,chr3,195882329,195882395,-,ENSEMBL,exon
452263,ENSG00000289747,ENST00000698261,ENST00000698261,single_exon,none,452263,chr3,195908695,195909561,-,HAVANA,exon
452275,ENSG00000260261,ENST00000570130,ENST00000570130,single_exon,HFE,452275,chr3,195949188,195952695,-,HAVANA,exon
452281,ENSG00000239122,ENST00000459191,RNU2-11P-201,single_exon,none,452281,chr3,195928589,195928775,-,ENSEMBL,exon
452932,ENSG00000252174,ENST00000516365,RNU7-18P-201,single_exon,none,452932,chr3,196072819,196072880,+,ENSEMBL,exon
452935,ENSG00000289219,ENST00000685255,ENST00000685255,single_exon,none,452935,chr3,196142228,196143344,-,HAVANA,exon
453033,ENSG00000222335,ENST00000410403,Y_RNA.595-201,single_exon,none,453033,chr3,196202349,196202453,+,ENSEMBL,exon
453256,ENSG00000237418,ENST00000441819,ENST00000441819,single_exon,none,453256,chr3,196298061,196298215,-,HAVANA,exon
453299,ENSG00000212146,ENST00000390844,RNU6-910P-201,single_exon,none,453299,chr3,196341609,196341715,-,ENSEMBL,exon
453350,ENSG00000206644,ENST00000383917,RNU6-1279P-201,single_exon,none,453350,chr3,196393710,196393812,-,ENSEMBL,exon
453353,ENSG00000241868,ENST00000495872,RN7SL434P-201,single_exon,none,453353,chr3,196397508,196397778,-,ENSEMBL,exon
453356,ENSG00000243339,ENST00000470264,RN7SL738P-201,single_exon,none,453356,chr3,196399911,196400207,+,ENSEMBL,exon
453359,ENSG00000226345,ENST00000438001,ENST00000438001,single_exon,none,453359,chr3,196423322,196423522,+,HAVANA,exon
453366,ENSG00000225240,ENST00000430043,ENST00000430043,single_exon,none,453366,chr3,196452996,196453055,-,HAVANA,exon
453383,ENSG00000273013,ENST00000610042,ENST00000610042,single_exon,none,453383,chr3,196474801,196475394,+,HAVANA,exon
453399,ENSG00000225770,ENST00000439929,RPS29P3-201,single_exon,none,453399,chr3,196536532,196536702,+,HAVANA,exon
453525,ENSG00000201441,ENST00000364571,RNU6-646P-201,single_exon,none,453525,chr3,196708859,196708964,-,ENSEMBL,exon
453555,ENSG00000272359,ENST00000607443,RNU4-89P-201,single_exon,none,453555,chr3,196747192,196747324,-,ENSEMBL,exon
453558,ENSG00000206892,ENST00000384165,RNU6-42P-201,single_exon,none,453558,chr3,196784980,196785086,-,ENSEMBL,exon
453680,ENSG00000270170,ENST00000602845,NCBP2AS2-201,single_exon,none,453680,chr3,196942674,196943543,+,HAVANA,exon
453770,ENSG00000233487,ENST00000456555,RPSAP69-201,single_exon,none,453770,chr3,196986676,196987558,-,HAVANA,exon
455266,ENSG00000289396,ENST00000689524,ENST00000689524,single_exon,none,455266,chr3,197073879,197075341,-,HAVANA,exon
455269,ENSG00000265850,ENST00000577559,MIR4797-201,single_exon,none,455269,chr3,197293878,197293948,-,ENSEMBL,exon
455315,ENSG00000272989,ENST00000608206,LINC02012-201,single_exon,none,455315,chr3,197505262,197506986,-,HAVANA,exon
455615,ENSG00000213519,ENST00000394682,ENST00000394682,single_exon,none,455615,chr3,197580344,197580629,-,HAVANA,exon
455618,ENSG00000249626,ENST00000507981,ENST00000507981,single_exon,none,455618,chr3,197634315,197635811,+,HAVANA,exon
455621,ENSG00000273308,ENST00000608482,ENST00000608482,single_exon,none,455621,chr3,197645669,197646017,+,HAVANA,exon
455746,ENSG00000284146,ENST00000401223,MIR922-201,single_exon,none,455746,chr3,197674496,197674576,-,ENSEMBL,exon
455820,ENSG00000273375,ENST00000610089,ENST00000610089,single_exon,none,455820,chr3,197789700,197790369,+,HAVANA,exon
456030,ENSG00000234742,ENST00000452862,ENST00000452862,single_exon,none,456030,chr3,197850400,197850954,-,HAVANA,exon
456119,ENSG00000199306,ENST00000362436,RNU6-858P-201,single_exon,none,456119,chr3,197894507,197894613,+,ENSEMBL,exon
456298,ENSG00000201622,ENST00000364752,RNU6-621P-201,single_exon,none,456298,chr3,197994601,197994709,+,ENSEMBL,exon
456361,ENSG00000212297,ENST00000390995,RNU6-821P-201,single_exon,none,456361,chr3,198071311,198071417,-,ENSEMBL,exon
456380,ENSG00000213113,ENST00000458717,TUBB8P8-201,single_exon,none,456380,chr3,198119721,198120778,+,HAVANA,exon
456418,ENSG00000222792,ENST00000410860,RNU6-860P-201,single_exon,none,456418,chr3,198196746,198196849,+,ENSEMBL,exon
456425,ENSG00000226008,ENST00000439401,SEPTIN14P3-201,single_exon,none,456425,chr3,198228194,198228376,+,HAVANA,exon
456428,ENSG00000248302,ENST00000616656,BNIP3P41-202,single_exon,none,456428,chr4,49096,49956,-,HAVANA,exon
456430,ENSG00000248302,ENST00000503774,BNIP3P41-201,single_exon,none,456430,chr4,49554,50124,-,HAVANA,exon
456455,ENSG00000289361,ENST00000688555,ENST00000688555,single_exon,none,456455,chr4,89940,91488,+,HAVANA,exon
456458,ENSG00000250238,ENST00000511645,ENST00000511645,single_exon,none,456458,chr4,105959,107114,-,HAVANA,exon
456478,ENSG00000275426,ENST00000618815,ENST00000618815,single_exon,none,456478,chr4,149738,150317,+,HAVANA,exon
456493,ENSG00000251188,ENST00000511111,ENST00000511111,single_exon,none,456493,chr4,268982,269531,-,HAVANA,exon
456496,ENSG00000251689,ENST00000507882,ENST00000507882,single_exon,none,456496,chr4,269866,270175,-,HAVANA,exon
456513,ENSG00000251535,ENST00000507448,ENST00000507448,single_exon,none,456513,chr4,336258,336786,-,HAVANA,exon
456544,ENSG00000248564,ENST00000508039,ENST00000508039,single_exon,none,456544,chr4,338097,338583,-,HAVANA,exon
456547,ENSG00000250321,ENST00000506193,ENST00000506193,single_exon,none,456547,chr4,342821,342962,-,HAVANA,exon
456550,ENSG00000207642,ENST00000384910,MIR571-201,single_exon,none,456550,chr4,350157,350252,+,ENSEMBL,exon
456557,ENSG00000249025,ENST00000514008,ZNF519P4-201,single_exon,none,456557,chr4,393534,393658,+,HAVANA,exon
456560,ENSG00000272885,ENST00000609771,ENST00000609771,single_exon,none,456560,chr4,416118,416537,-,HAVANA,exon
456567,ENSG00000251595,ENST00000504019,ABCA11P-202,single_exon,HFE,456567,chr4,425773,427882,-,HAVANA,exon
456769,ENSG00000273238,ENST00000610212,TMEM271-201,single_exon,none,456769,chr4,573880,576295,-,HAVANA,exon
